job_id,title,company_name_raw,company_name_clean,state_clean,state_abbr,city_raw,remote_status,employment_type,salary_min_annual,salary_max_annual,salary_source,experience_min_years,experience_source,education_level,education_source,soc_code,soc_name,soc_quality_flag,onet_code,onet_name,naics_code,naics_name,skills,posted_at,apply_url
361182,"Senior Flight Test Data Engineer, Loads",Archer56,Archer56,California,CA,San Jose,unknown,,144000.0,180000.0,parsed_from_description_text,5,parsed_from_text,Master's,parsed_from_text,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AFGROW; Abaqus; Aviation; Calculations,2026-06-12,https://job-boards.greenhouse.io/archer56/jobs/7741011003
364918,"Risk Management & Compliance - Data Scientist Lead, Executive Director",Jpmc.fa.oraclecloud.com,Unknown employer (ATS-hosted posting),New Jersey,NJ,Jersey City,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AI Innovation,2026-06-12,https://jpmc.fa.oraclecloud.com/?keyword=&mode=jobs&lang=en&site_number=CX_1001#210678829
371817,Manager of Data Engineering,Justworks,Justworks,New York,NY,New York,unknown,Full Time,205000.0,261500.0,annual_reported,7,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Airflow; Analytics; Business Operations,2026-06-11,https://www.welcometothejungle.com/en/companies/Jjvjck/jobs/manager-of-data-engineering_new-york_k4imhigd
371843,Data Scientist (Production Engineering),Cordial,Cordial,Unknown,US-UNK,,remote,Full Time,140000.0,175000.0,annual_reported,3,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Airflow; Analytics; Big Data; BigQuery,2026-06-11,https://www.welcometothejungle.com/en/companies/kgovJw/jobs/data-scientist-production-engineering_us_sr7j3yyu
374641,Data Scientist III- Human Capital Data and Analytics Enablement,Careers.truist.com,Truist,North Carolina,NC,Charlotte,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-11,https://careers.truist.com/job/R0113595
375944,Senior Business Intelligence Analyst (Payments Strategy),Ottimate,Ottimate,Unknown,US-UNK,,remote,"Full Time, Contract",,,missing,4,parsed_from_text,Not specified,missing,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Accounts Payable; Artificial Intelligence; Automation; Behavioral Modeling; Business Intelligence,2026-06-11,https://apply.workable.com/j/F2CBC7E01E/apply
374086,Business Data Analyst II,Careers.dhl.com,DHL,Ohio,OH,Westerville,unknown,,55000.0,90000.0,parsed_from_description_text,,not_found,Not specified,missing,15-2051*,Data Scientists*,ok,15-2051.01,Business Intelligence Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-11,https://careers.dhl.com/job/11043312
374085,Sr Business Data Analyst,Careers.dhl.com,DHL,Ohio,OH,Westerville,unknown,,70000.0,115000.0,parsed_from_description_text,,not_found,Not specified,missing,15-2051*,Data Scientists*,ok,15-2051.01,Business Intelligence Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-11,https://careers.dhl.com/job/11043295
375999,Senior Staff Data Engineer - Data Stewardship,Airbnb,Airbnb,Unknown,US-UNK,,remote,Contract,,,missing,12,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-10,https://careers.airbnb.com/positions/7998356?gh_jid=7998356
376985,Senior Machine Learning Engineer - Perception Detection and Tracking,Zoox,Zoox,California,CA,Foster City,unknown,Full Time,214000.0,290000.0,annual_reported,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Algorithms,2026-06-10,https://jobs.lever.co/zoox/9c04f9c6-1579-413b-9f07-52e4e24f2289/apply
377234,Enterprise Infrastructure Software Data Engineer,Peraton,Peraton,Maryland,MD,Laurel,unknown,Full Time,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-10,https://careers-peraton.icims.com/jobs/167386/enterprise-infrastructure-software-data-engineer/job?in_iframe=1
377688,Data Engineer - Databricks,Steampunk,Steampunk,Virginia,VA,McLean,unknown,,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-10,https://careers-steampunk.icims.com/jobs/7827/data-engineer---databricks/job?in_iframe=1
377798,"Senior Machine Learning Engineer, Search & Recommendations",Instacart,Instacart,Unknown,US-UNK,Bc,remote,,,,missing,4,parsed_from_text,PhD,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",A/B Testing; AI Innovation; Analytical Skills; Calibration; Causal Inference,2026-06-10,https://instacart.careers/job/?gh_jid=7996528
380178,Data Scientist Multiple Positions Available,Jpmc.fa.oraclecloud.com,Unknown employer (ATS-hosted posting),New Jersey,NJ,Jersey City,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-10,https://jpmc.fa.oraclecloud.com/?keyword=&mode=jobs&lang=en&site_number=CX_1001#210751924
381805,Data Scientist II,Careers.truist.com,Truist,Georgia,GA,Atlanta,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-10,https://careers.truist.com/job/R0114358
381660,"Manager, Platform Engineering - Big Data Engineering",Careers.mastercard.com,Mastercard,Missouri,MO,O Fallon,unknown,,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Big Data,2026-06-10,https://careers.mastercard.com/job/R-278856
382908,Data Engineer,Pavago,Pavago,Unknown,US-UNK,,remote,Full Time,,,missing,3,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Glue; Airflow; Analytical Thinking; Analytics; Anomaly Detection; Automation; Azure Data Factory; BigQuery; Business Intelligence; Business Requirements,2026-06-10,https://apply.workable.com/j/840B07360B/apply
382779,Senior Data Engineer,Medical-Guardian,Medical-Guardian,Pennsylvania,PA,Philadelphia,hybrid,Full Time,,,missing,6,parsed_from_text,Master's,parsed_from_text,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Azure Cloud Services; Azure Databricks; Azure Event Hubs; Big Data,2026-06-10,https://apply.workable.com/j/422F313B21/apply
381667,Senior Data Engineer,Careers.mastercard.com,Mastercard,Virginia,VA,Arlington,hybrid,,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-10,https://careers.mastercard.com/job/R-280130
383240,Staff AI/ML Engineer,Sigmacomputing,Sigmacomputing,California,CA,San Francisco,unknown,Full Time,,,missing,10,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Artificial Intelligence,2026-06-09,https://job-boards.greenhouse.io/sigmacomputing/jobs/7767730003
383242,Senior AI/ML Engineer,Sigmacomputing,Sigmacomputing,California,CA,San Francisco,unknown,Full Time,,,missing,10,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Artificial Intelligence,2026-06-09,https://job-boards.greenhouse.io/sigmacomputing/jobs/7767727003
390747,"Sr. Business Analyst, Valuation & Forecasting",Careers.wexinc.com,Wexinc,Maine,ME,Remote,remote,,,,missing,,not_found,Not specified,missing,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-09,https://careers.wexinc.com/job/R22093
390739,Data Engineer Senior - Data Products Organization (Cloudera Hadoop),Careers.pnc.com,PNC,Texas,TX,Farmers Branch,unknown,,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-09,https://careers.pnc.com/job/R218989
391186,Data Scientist (Payments Risk Analytics),Nuvei,Nuvei,Unknown,US-UNK,,remote,,,,missing,3,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Automation; Banking,2026-06-09,https://apply.workable.com/j/34C7A2D4A3/apply
388212,Data Scientist Lead - Payments,Jpmc.fa.oraclecloud.com,Unknown employer (ATS-hosted posting),New York,NY,New York,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-09,https://jpmc.fa.oraclecloud.com/?keyword=&mode=jobs&lang=en&site_number=CX_1001#210756307
388585,"Architect, Applied Scientist (Reasoning Platform, AI Lead)",Eeho.fa.us2.oraclecloud.com,Unknown employer (ATS-hosted posting),Unknown,US-UNK,,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Algorithms; Applied Research,2026-06-09,https://eeho.fa.us2.oraclecloud.com/?keyword=&mode=jobs&lang=en&site_number=CX_1#301382
390731,Fraud Sr. Data Scientist,Careers.wexinc.com,Wexinc,Maine,ME,Remote,remote,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-09,https://careers.wexinc.com/job/R21323
391839,Senior Data Engineer,Videoamp,Videoamp,Unknown,US-UNK,,unknown,,,,missing,5,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Airflow; Bazel; Big Data,2026-06-08,http://videoamp.com/job?gh_jid=8582953002
392884,"Machine Learning Engineer III, Search Relevance",Boxinc,Boxinc,California,CA,Redwood City,hybrid,,,,missing,3,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-08,https://job-boards.greenhouse.io/boxinc/jobs/7926448
392917,Senior AI/ML Engineer,Chime,Chime,New York,NY,New York,hybrid,Full Time,,,missing,,not_found,Not specified,missing,41-9012,Models,likely_misclassified,41-9012.00,Models,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Airflow; Banking; Banking Services,2026-06-08,https://boards.greenhouse.io/chime/jobs/8569366002?gh_jid=8569366002
396240,Cloud Data Engineer,Careers.hpe.com,HPE,California,CA,San Jose,unknown,,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Automation,2026-06-08,https://careers.hpe.com/job/1204339
396382,Data Scientist Sr Lead,Careers.fisglobal.com,Fisglobal,Georgia,GA,Atlanta,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Big Data,2026-06-08,https://careers.fisglobal.com/job/JR0307126
396771,Senior Staff Data Engineer (Ad Tech Team - AWS experience required),Careers.wbd.com,WBD,New York,NY,New York,unknown,,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-08,https://careers.wbd.com/job/R000105252
397588,Fraud Data Scientist (Card Transactions),Careers.pnc.com,PNC,Alabama,AL,Birmingham,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-08,https://careers.pnc.com/job/R203038
396770,Senior Staff Data Engineer (Ad Tech Team - AWS experience required),Careers.wbd.com,WBD,Georgia,GA,Atlanta,unknown,,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-08,https://careers.wbd.com/job/R000105251
196207,Data Analyst / Business Analyst,Piper Companies,Piper Companies,Maryland,MD,Columbia,hybrid,"Full Time, Contract",,,missing,,not_found,Not specified,missing,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Automation; Azure Data Factory; Business Analysis; Business Intelligence,2026-06-06,
85183,"Data Analyst, Payer Intelligence",Aspirion,Aspirion,Unknown,US-UNK,Georgia,unknown,Full Time,85000.0,95000.0,annual_reported,3,parsed_from_text,Not specified,missing,49-9096,Riggers,likely_misclassified,49-9096.00,Riggers,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Appeals; Auditing; Automation; Business Transformation; Case Management,2026-06-05,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4224216
98493,Data Analyst,SkyePoint Decisions,SkyePoint Decisions,Unknown,US-UNK,Virginia,hybrid,Contract,100000.0,124000.0,annual_reported,9,parsed_from_text,PhD,parsed_from_text,15-1212,Information Security Analysts,ok,15-1212.00,Information Security Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Accountability; Ad Hoc Reporting; Analytics; Anomaly Detection,2026-06-05,https://job-boards.greenhouse.io/skyepointdecisionsinc/jobs/4274588009
102895,Principal Machine Learning Engineer,Armis Security,Armis Security,Unknown,US-UNK,New York,remote,Full Time,184000.0,250000.0,annual_reported,,not_found,Master's,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-05,https://job-boards.greenhouse.io/armissecurity/jobs/5995287004
153849,"Senior Data Engineer, Proprietary Research",Point72,Point72,Unknown,US-UNK,New York,unknown,Full Time,250000.0,300000.0,annual_reported,5,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Adaptability; Asset Classes; Big Data,2026-06-05,https://boards.greenhouse.io/point72/jobs/7769261002?gh_jid=7769261002
153836,"Data Engineer, Technology",Point72,Point72,Unknown,US-UNK,,unknown,Full Time,180000.0,225000.0,annual_reported,3,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Access Controls; Agile Methodology; Airflow; Asset Classes; Auditing; Automation,2026-06-05,https://boards.greenhouse.io/point72/jobs/7992718002?gh_jid=7992718002
153880,"Data Engineer, Proprietary Research",Point72,Point72,Unknown,US-UNK,New York,unknown,Full Time,160000.0,220000.0,annual_reported,3,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Adaptability; Asset Classes; Big Data,2026-06-05,https://boards.greenhouse.io/point72/jobs/7667745002?gh_jid=7667745002
207464,"Senior Applied Scientist, Amazon Shopping Personalization",Amazon,Amazon,New York,NY,New York,unknown,Full Time,,,missing,3,parsed_from_text,PhD,parsed_from_text,11-2021,Marketing Managers,likely_misclassified,11-2021.00,Marketing Managers,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytical Techniques; Applied Research; Big Data,2026-06-05,
216181,Staff Software Engineer (Data Engineering),Airbnb,Airbnb,Unknown,US-UNK,,unknown,Full Time,204000.0,255000.0,annual_reported,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; BigQuery; Business Decisions; Business Requirements,2026-06-05,https://careers.airbnb.com/positions/7095225?gh_jid=7095225
216798,Power BI Data Architect,Jobs via Dice,Unknown employer (job board aggregator listing),Pennsylvania,PA,Wayne,unknown,Full Time,,,missing,8,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Amazon Redshift; Analytics; Azure DevOps,2026-06-05,
403147,Lead Data Scientist,Egud.fa.us2.oraclecloud.com,Unknown employer (ATS-hosted posting),Tennessee,TN,Memphis,unknown,,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-05,https://egud.fa.us2.oraclecloud.com/?keyword=&mode=jobs&lang=en&site_number=CX_1#110754
405559,Data Architect Sr,Careers.pnc.com,PNC,Pennsylvania,PA,Pittsburgh,unknown,,,,missing,,not_found,Not specified,missing,,,ok,,Not specified,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-05,https://careers.pnc.com/job/R223496
183616,"Senior Machine Learning Engineer (Research Scientist, DFAI)",Plaid,Plaid,Unknown,US-UNK,,remote,Full Time,229000.0,315400.0,annual_reported,3,parsed_from_text,PhD,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Applied Research,2026-06-05,https://jobs.ashbyhq.com/plaid/562fcec7-69f5-47a1-a581-294542b05fb4
183673,Agentic AI Machine Learning Engineer,Jobs via Dice,Unknown employer (job board aggregator listing),District of Columbia,DC,Washington,hybrid,"Full Time, Part Time, Contract",,,missing,3,parsed_from_text,Master's,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Agentic AI; Artificial Intelligence; Automation; Biometrics,2026-06-05,
167555,AI / ML Engineer,Jobgether,Jobgether,Unknown,US-UNK,,remote,Full Time,115000.0,145000.0,annual_reported,7,parsed_from_text,PhD,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Agentic AI; AutoGen,2026-06-05,https://jobs.lever.co/jobgether/b9ab4b03-2894-4b36-80f3-1c735c25eea1
173959,Sr. Staff Machine Learning Engineer,Jobgether,Jobgether,Unknown,US-UNK,,remote,Full Time,,,missing,6,parsed_from_text,PhD,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Amazon Web Services; Analytical Thinking; Apache Spark; Business Requirements,2026-06-05,https://jobs.lever.co/jobgether/a006e917-752e-41e2-9e0c-2b648e9dc9fd
205257,Senior Data Engineer (.NET / Azure),Symhas,Symhas,Texas,TX,Dallas,onsite,Contract,,,missing,5,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Apache Atlas; Azure Data Factory; Azure Databricks; Azure DevOps; Azure Event Hubs; Azure Synapse Analytics,2026-06-05,https://100hires.com/j/TiTdDZk
197038,Business Analyst 3 - BA 26-06698,NavitasPartners,NavitasPartners,Texas,TX,Georgetown,hybrid,Contract,,,missing,8,parsed_from_text,Not specified,missing,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Application Development; Batch Processing; Behavioral Health; Business Analysis; Business Process; Business Process Reengineering; Business Systems,2026-06-05,https://navitasp.talentnest.com/en/posting/236955/location/283960?source=indeed
193805,Principal Machine Learning Engineer,General Motors,General Motors,California,CA,Sunnyvale,unknown,Full Time,296300.0,453200.0,parsed_from_description_text,8,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,2026-06-05,
205370,Senior Google Cloud Platform Data Engineer(final round in person),Jobs via Dice,Unknown employer (job board aggregator listing),North Carolina,NC,Charlotte,hybrid,Contract,,,missing,8,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Advanced Analytics; Analytics; Banking; BigQuery,2026-06-05,
207296,"AI/ML + Data Architect ( Snowflake, ETL, AWS and AI/ML)",Oremda Infotech Inc,Oremda Infotech Inc,California,CA,Torrance,onsite,Contract,,,missing,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Certified Solutions Architect; AWS CloudFormation; Analytics; Apache Spark; Artificial Intelligence; Automation; Business Intelligence,2026-06-05,
216122,Lead Data Engineer,AIR Communities,AIR Communities,Unknown,US-UNK,CO,onsite,Full Time,135000.0,135000.0,annual_reported,14,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Adaptability; Analytics; Automation; Business Objectives,2026-06-05,https://jobs.smartrecruiters.com/AIRCommunities/744000130592834-lead-data-engineer
216082,Senior Data Engineer – Remote,Vytwo,Vytwo,Unknown,US-UNK,,remote,Temporary,114400.0,124800.0,hourly_converted,7,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Airflow; Analytics; Apache Airflow; Automation,2026-06-05,https://vytwo-technologies.careerplug.com/j/030ab3j
215803,Senior Data Analyst,"MIG Real Estate Services, LLC","MIG Real Estate Services, LLC",Unknown,US-UNK,,unknown,,,,missing,4,parsed_from_text,Bachelor's,parsed_from_text,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Accounting; Analytics; Asset Management; Automation; Business Acumen; Business Requirements,2026-06-05,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4229211/MIG-Real-Estate-Services-LLC/Senior-Data-Analyst?source=Indeed_Feed
215725,Data Scientist Associate - Corporate & Investment Banking,JPMC Candidate Experience page,JPMC Candidate Experience page,Unknown,US-UNK,NY,unknown,Full Time,,,missing,2,parsed_from_text,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Amazon Web Services; Analytics; Application Development; Artificial Intelligence; Automation; Banking,2026-06-05,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210748962
193773,Machine Learning Engineer,Scale.jobs,Scale.jobs,Texas,TX,Dallas,unknown,Full Time,,,missing,4,parsed_from_text,PhD,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Airflow,2026-06-05,
196934,BUSINESS ANALYST,Peraton,Peraton,Virginia,VA,Herndon,remote,Contract,51000.0,82000.0,annual_reported,2,parsed_from_text,Not specified,missing,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-05,https://www.careers.peraton.com/jobs/business-analyst-herndon-virginia-167434-jobs--consulting--
216753,Lead Data Engineer,Qcells North America,Qcells North America,California,CA,San Francisco,unknown,Full Time,160000.0,220000.0,annual_reported,10,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Agility; Analytics; Automation,2026-06-05,
216921,MEDICARE DATA ANALYST,Executive Staffing Solutions,Executive Staffing Solutions,Florida,FL,Doral,unknown,Full Time,,,missing,,not_found,Not specified,missing,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics,2026-06-05,
216895,Big Data Engineer-Hybrid-Full time,Jobs via Dice,Unknown employer (job board aggregator listing),Texas,TX,Dallas,hybrid,Full Time,,,missing,6,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Automation; Big Data; Business Requirements,2026-06-05,
216867,Data Engineer,D&G Solutions,D&G Solutions,Virginia,VA,Fort Belvoir,hybrid,Full Time,125000.0,150000.0,annual_reported,5,parsed_from_text,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Accountability; Advanced Analytics; Analytics; Applied Research,2026-06-05,
216897,Nuclear Data Scientist,Idaho National Laboratory,Idaho National Laboratory,Idaho,ID,Idaho Falls,unknown,Full Time,,,missing,2,parsed_from_text,PhD,parsed_from_text,15-2051,Data Scientists,ok,15-2051.00,Data Scientists,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",3D Visualization; Analytical Techniques; Analytics; Artificial Intelligence; Batch Scripting,2026-06-05,
80314,Business Analyst,VigorCare Pediatric Services,VigorCare Pediatric Services,Unknown,US-UNK,Indiana,unknown,Full Time,,,missing,3,parsed_from_text,Bachelor's,parsed_from_text,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Business Administration; Business Analysis,2026-06-04,https://careers-page.com/vigorcare-pediatric-services/job/X9YX49VR
197266,Business Analyst,Global Lending Services,Global Lending Services,South Carolina,SC,Greenville,unknown,Full Time,,,missing,,not_found,Not specified,missing,13-1111,Management Analysts,ok,13-1111.00,Management Analysts,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Analytics; Business Acumen; Business Decisions,2026-06-04,https://jobs.lever.co/glsllc/8420fe15-1b6e-4387-9571-1c5eb01190ea?lever-source=Indeed
204793,"AI/ML + Data Architect ( Snowflake, ETL, AWS and AI/ML)",Centraprise,Centraprise,California,CA,Torrance,onsite,Full Time,130000.0,140000.0,annual_reported,,not_found,Not specified,missing,15-1243,Database Architects,ok,15-1243.00,Database Architects,518000,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",AWS Certified Solutions Architect; AWS CloudFormation; Analytics; Apache Spark; Artificial Intelligence; Automation; Business Intelligence,2026-06-04,
